target,age,gender,chestpain,restingBP,serumcholestrol,fastingbloodsugar,restingrelectro,maxheartrate,exerciseangia,oldpeak,slope,noofmajorvessels
0,49.06666666666667,0.7571428571428571,0.3595238095238095,134.76904761904763,281.0595238095238,0.13333333333333333,0.3619047619047619,136.30714285714285,0.5214285714285715,2.5095238095238095,0.6,0.6595238095238095
1,49.36896551724138,0.7706896551724138,1.4293103448275861,164.04137931034484,333.451724137931,0.41379310344827586,1.0275862068965518,152.11724137931034,0.4810344827586207,2.8512068965517243,2.220689655172414,1.6293103448275863
